object_id,disposition,orbital_period,transit_duration,transit_depth_ppm,planet_radius,stellar_temp,stellar_logg,stellar_radius,mission,,,,,,,,,
TOI 3538.01,CANDIDATE,7.3105415,3.1,8940,15.0553,6353,4.14,1.58,TESS,,,,,,,,,
TOI 3539.01,CANDIDATE,6.0978165,3.402,15220,14.2859,6255,4.44,1.11,TESS,,,,,,,,,
TOI 3541.01,FALSE POSITIVE,2.5313956,3.128,9640,23.2858,5854,4.36,1.13,TESS,,,,,,,,,
TOI 3542.01,FALSE POSITIVE,4.2021893,2.742,9310,14.1363,6702,4.29,1.42,TESS,,,,,,,,,
TOI 3545.01,CANDIDATE,3.1872086,3.4290537,15583.71553,21.2058311,6578,4.14,1.64157,TESS,,,,,,,,,
TOI 3546.01,CANDIDATE,5.2019364,2.994,5830,9.64178,6111,4.29,1.27,TESS,,,,,,,,,
TOI 3547.01,CANDIDATE,4.1632657,1.874,16500,17.3522,5145,4.12,1.34,TESS,,,,,,,,,
TOI 3548.01,FALSE POSITIVE,0.3093954,0.442,7680,15.7244,4769,4.59,0.73,TESS,,,,,,,,,
TOI 3549.01,FALSE POSITIVE,1.8639309,3.297,3640,14.7339,6527.4,4.18,1.57,TESS,,,,,,,,,
TOI 3550.01,CANDIDATE,1.1239202,0.824,1100,8.30438,7786.1,4.08,2.06,TESS,,,,,,,,,
TOI 3551.01,CANDIDATE,3.1940809,3.706,3380,12.9018,6417,3.85,2.24,TESS,,,,,,,,,
TOI 3552.01,CANDIDATE,0.9277787,0.997,3020,13.2413,6123,3.74,2.42,TESS,,,,,,,,,
TOI 3558.01,CANDIDATE,2.5650361,2.273,9190,13.0681,5866,4.21,1.34,TESS,,,,,,,,,
TOI 3559.01,CANDIDATE,2.5402287,2.3204775,8272.790443,16.3917196,9339,4.41,1.5968,TESS,,,,,,,,,
TOI 356.01,CANDIDATE,5.7694373,3.9249606,4655.961094,11.9640451,5499,4.01,1.5989701,TESS,,,,,,,,,
TOI 3560.01,CANDIDATE,1.9804293,2.802,1830,10.1264,6381,4.32,1.29,TESS,,,,,,,,,
TOI 3561.01,FALSE POSITIVE,4.1273472,2.74,18840,20.1447,7795,4.39,1.44,TESS,,,,,,,,,
TOI 3562.01,FALSE POSITIVE,1.3298469,3.007,2190,6.98364,5791.1,4.69,0.81,TESS,,,,,,,,,
TOI 3563.01,CANDIDATE,17.8552322,7.525823,8831.671174,14.5976753,6779.2,4.25,1.49114,TESS,,,,,,,,,
TOI 3564.01,CANDIDATE,4.0875563,4.550493,15662.56232,19.9932642,6454,4.26,1.55158,TESS,,,,,,,,,
TOI 3565.01,FALSE POSITIVE,4.3170598,2.879,10240,12.9424,6017,4.29,1.25,TESS,,,,,,,,,
TOI 3566.01,FALSE POSITIVE,1.764534,2.187,27120,23.84,6479,4.4,1.2,TESS,,,,,,,,,
TOI 3567.01,CANDIDATE,1.9990323,1.19,12390,12.7486,5675,4.38,1.07,TESS,,,,,,,,,
TOI 3568.01,CONFIRMED,4.4178042,2.5881434,6790.168206,6.4020317,4864,4.55,0.785799,TESS,,,,,,,,,
TOI 357.01,FALSE POSITIVE,0.9399664,1.122492,587.9364245,6.6149456,6300.3,3.72,2.5465,TESS,,,,,,,,,
TOI 3570.01,CANDIDATE,2.1083693,2.974,9250,13.1161,10984,4.64,1.35,TESS,,,,,,,,,
TOI 3571.01,CANDIDATE,3.007925,3.032,7760,15.3022,7457,4.14,1.68,TESS,,,,,,,,,
TOI 3573.01,CANDIDATE,9.8170028,3.341,6510,12.7271,5994.3,4.13,1.49,TESS,,,,,,,,,
TOI 3575.01,CANDIDATE,8.084554,1.991,6180,14.1848,5739,4.33,1.15,TESS,,,,,,,,,
TOI 3576.01,CANDIDATE,4.6387689,3.569,11400,13.0535,5543.7,4.27,1.2,TESS,,,,,,,,,
TOI 3577.01,CONFIRMED,5.2667367,2.788,2910,8.71675,5938,4.06,1.6,TESS,,,,,,,,,
TOI 3578.01,FALSE POSITIVE,1.3176767,1.692,530,4.16809,7176,4.16,1.73,TESS,,,,,,,,,
TOI 358.01,CANDIDATE,9.10326,1.928,14080,26.9344,5467,4.26,1.21,TESS,,,,,,,,,
TOI 3580.01,FALSE POSITIVE,3.121339,4.331,26300,9.21314,3858,4.69,0.56,TESS,,,,,,,,,
TOI 3582.01,CANDIDATE,4.4168832,3.659,11250,14.9431,5847,4.16,1.42,TESS,,,,,,,,,
TOI 3585.01,CANDIDATE,3.5410781,2.062,3020,4.63661,4652,4.48,0.82,TESS,,,,,,,,,
TOI 3586.01,CANDIDATE,11.3201226,3.276,31070,12.7584,4971,4.61,0.74,TESS,,,,,,,,,
TOI 3588.01,CANDIDATE,3.7037478,4.403,4210,14.1169,6688,3.91,2.2,TESS,,,,,,,,,
TOI 3589.01,CANDIDATE,3.0827487,3.763,14750,20.1593,7658.5,4.28,1.61,TESS,,,,,,,,,
TOI 359.01,CANDIDATE,16.45209,6.461,3320,8.62362,5573,3.89,1.85,TESS,,,,,,,,,
TOI 3591.01,CANDIDATE,8.4843917,4.224,5630,13.159,5859.7,4.03,1.65,TESS,,,,,,,,,
TOI 3593.01,CANDIDATE,3.8212977,2.4584304,13607.99276,11.6869491,5342,4.41,0.992137,TESS,,,,,,,,,
TOI 3594.01,CANDIDATE,9.3236885,2,12730,13.41,5505,4.3,1.15,TESS,,,,,,,,,
TOI 3595.01,CANDIDATE,1.805376,2.0790249,21680.3725,12.0157766,5090,4.54,0.820538,TESS,,,,,,,,,
TOI 3596.01,CANDIDATE,4.9056578,3.172,9475,9.37482,5989.7,4.47,1.01,TESS,,,,,,,,,
TOI 3597.01,CANDIDATE,4.0088245,2.7370959,21483.74622,11.5444262,5007,4.56,0.795696,TESS,,,,,,,,,
TOI 3598.01,CANDIDATE,3.7026941,1.884,13130,20,6282,4.17,1.5,TESS,,,,,,,,,
TOI 3599.01,CANDIDATE,3.2523102,2.711,11410,9.6972,5396.4,4.5,0.9,TESS,,,,,,,,,
TOI 360.01,FALSE POSITIVE,8.0635,3.396,5180,24.3071,5657,3.97,1.71,TESS,,,,,,,,,
TOI 3600.01,CANDIDATE,5.016641,3.203,10347,17.7733,6616,4.05,1.83,TESS,,,,,,,,,
TOI 3601.01,CANDIDATE,4.0517972,2.84,6256,11.2646,6284,4.2,1.45,TESS,,,,,,,,,
TOI 3602.01,CANDIDATE,2.3874731,2.8056588,14252.93676,15.9427336,6566,4.36,1.27379,TESS,,,,,,,,,
TOI 3603.01,CANDIDATE,1.2678043,0.893,8549,8.74635,5303,4.49,0.9,TESS,,,,,,,,,
TOI 3605.01,CANDIDATE,3.6554335,3.699,9680,15.7486,6321,4.15,1.56,TESS,,,,,,,,,
TOI 3608.01,FALSE POSITIVE,2.6816329,2.695,3100,13.2689,7047,3.89,2.34,TESS,,,,,,,,,
TOI 3609.01,CANDIDATE,6.3854622,3.682,6720,9.57629,5519,4.29,1.17,TESS,,,,,,,,,
TOI 3610.01,FALSE POSITIVE,1.7384809,2.6777485,3882.897422,12.9358521,5540,3.95,1.72093,TESS,,,,,,,,,
TOI 3611.01,CANDIDATE,3.0789699,3.709,9695,15.4449,6153,4.08,1.64,TESS,,,,,,,,,
TOI 3612.01,CANDIDATE,1.4822451,1.595,21920,14.0641,5115,4.45,0.91,TESS,,,,,,,,,
TOI 3613.01,CANDIDATE,3.1493729,2.708,18830,13.6409,5766,4.49,0.96,TESS,,,,,,,,,
TOI 3615.01,CANDIDATE,3.1315583,3.737,5140,11.2819,5684,3.99,1.69,TESS,,,,,,,,,
TOI 3616.01,CANDIDATE,2.4188647,2.5,5441,20.8975,7316,3.73,2.9,TESS,,,,,,,,,
TOI 3617.01,CANDIDATE,3.2337884,2.102,9188,15.3732,6065,4.06,1.64,TESS,,,,,,,,,
TOI 3618.01,CANDIDATE,3.4898546,1.567,14004,14.1029,6083,4.34,1.2,TESS,,,,,,,,,
TOI 3619.01,CANDIDATE,3.1988858,3.4044306,12106.57045,19.4201044,6133,4.04,1.7076499,TESS,,,,,,,,,
TOI 362.01,CANDIDATE,14.2337615,2.5070875,4283.074361,6.823525,5692,4.41,1.03392,TESS,,,,,,,,,
TOI 3620.01,CANDIDATE,4.8893985,2.848,6907,12.8723,5639,4.02,1.62,TESS,,,,,,,,,
TOI 3622.01,CANDIDATE,3.2131823,3.325,13772,13.6367,5688.6,4.22,1.3,TESS,,,,,,,,,
TOI 3623.01,CANDIDATE,5.7456862,3.339,9441,10.8845,5867.3,4.31,1.19,TESS,,,,,,,,,
TOI 3624.01,CANDIDATE,7.6460931,3.508,3132,8.25522,6065,4.15,1.49,TESS,,,,,,,,,
TOI 3625.01,CANDIDATE,2.9708659,3.4295536,11761.99843,14.8135617,6122,4.27,1.30269,TESS,,,,,,,,,
TOI 3626.01,FALSE POSITIVE,19.8875338,1.34,3020,13.605,5856.2,4.07,1.57,TESS,,,,,,,,,
TOI 3628.01,CANDIDATE,3.4945148,2.555,8254,11.03,5699,4.29,1.2,TESS,,,,,,,,,
TOI 3629.01,CONFIRMED,3.9365629,2.19,15461,8.09927,3689,4.64,0.61,TESS,,,,,,,,,
TOI 3630.01,CANDIDATE,1.9617969,2.7570171,14086.2146,13.2107214,6026,4.41,1.09703,TESS,,,,,,,,,
TOI 3632.01,CANDIDATE,3.2403602,3.216,9687,12.8678,6605.4,4.31,1.36,TESS,,,,,,,,,
TOI 3633.01,CANDIDATE,2.5266409,1.502,2690,18.3972,7233,3.54,3.6,TESS,,,,,,,,,
TOI 3635.01,CANDIDATE,1.8048106,4.3641932,4555.968254,14.8028768,5972,3.81,2.1619599,TESS,,,,,,,,,
TOI 3636.01,CANDIDATE,4.2186625,3.2580998,18527.65252,13.6976778,5425.9,4.41,1.0068901,TESS,,,,,,,,,
TOI 3638.01,CANDIDATE,4.9276886,1.7461195,13381.86829,21.6677618,5263,4.27,1.1462801,TESS,,,,,,,,,
TOI 3639.01,CANDIDATE,5.7208592,3.034,15720,14.6233,5856,4.36,1.13,TESS,,,,,,,,,
TOI 3640.01,CANDIDATE,1.2205315,1.867,3898,43.2978,8273,3.66,3.49,TESS,,,,,,,,,
TOI 3642.01,CANDIDATE,4.084447,1.829,20681,14.1047,5458,4.45,0.96,TESS,,,,,,,,,
TOI 3643.01,FALSE POSITIVE,1.5492212,2.287,1420,6.80431,8364,4.25,1.78,TESS,,,,,,,,,
TOI 3644.01,CANDIDATE,1.831733,2.006,2188,12.5113,7308,3.79,2.7,TESS,,,,,,,,,
TOI 3645.01,CANDIDATE,2.959842,2.53,11248,12.6502,5585,4.33,1.13,TESS,,,,,,,,,
TOI 3646.01,CANDIDATE,2.1795448,2.523,24110,21.4131,5840,4.15,1.42,TESS,,,,,,,,,
TOI 3648.01,CANDIDATE,2.923461,3.379,5092,15.738,5858.5,3.7,2.4,TESS,,,,,,,,,
TOI 3649.01,CANDIDATE,3.2637419,1.977,8150,13.3617,6016.1,4.18,1.42,TESS,,,,,,,,,
TOI 3651.01,CANDIDATE,1.5244603,1.665,1648,14.6878,6714.1,4.06,1.85,TESS,,,,,,,,,
TOI 3652.01,CANDIDATE,3.4796904,3.691,3796,16.6632,6841,3.66,2.97,TESS,,,,,,,,,
TOI 3653.01,CANDIDATE,4.6017262,1.471,14162,13.5575,5981,4.38,1.12,TESS,,,,,,,,,
TOI 3654.01,CANDIDATE,2.277182,1.675,5220,8.26117,5622,4.34,1.12,TESS,,,,,,,,,
TOI 3656.01,CANDIDATE,5.5122277,2.82,10785,12.2781,5587.5,4.29,1.18,TESS,,,,,,,,,
TOI 3659.01,FALSE POSITIVE,2.3882776,3.102,12572,18.5453,5097,4.5,0.87,TESS,,,,,,,,,
TOI 366.01,CANDIDATE,1.7025848,1.848351,7466.671982,11.8582247,5504,4.21,1.27966,TESS,,,,,,,,,
TOI 3660.01,CANDIDATE,3.9497635,1.9011439,8478.170844,18.2571108,6373,4.22,1.44338,TESS,,,,,,,,,
TOI 3663.01,FALSE POSITIVE,3.5639862,2.135,2126,10.1033,6940.9,3.85,2.41,TESS,,,,,,,,,
TOI 3664.01,CANDIDATE,3.2975093,2.511,13404,12.8987,5556,4.29,1.18,TESS,,,,,,,,,
TOI 3665.01,CANDIDATE,0.8746494,1.576,1910,3.71319,4977.4,4.54,0.81,TESS,,,,,,,,,
TOI 3666.01,CANDIDATE,4.4085194,3.3016793,8977.03543,12.4986982,5961.2,4.25,1.2983299,TESS,,,,,,,,,
TOI 3667.01,CANDIDATE,5.4439776,2.9570233,9179.060848,16.8830792,5717,4.14,1.41985,TESS,,,,,,,,,
TOI 3668.01,CANDIDATE,0.7415247,1.196,2342,13.5277,5921,3.6,2.73,TESS,,,,,,,,,
TOI 367.01,FALSE POSITIVE,4.7150255,3.302,4566,17.6148,5756.9,3.9,1.2,TESS,,,,,,,,,
TOI 3670.01,CANDIDATE,2.1947767,2.1045072,7174.209618,13.7928815,5601.5,4.39,1.05234,TESS,,,,,,,,,
TOI 3671.01,CANDIDATE,1.7266138,1.067,12043,16.1222,5972,4.18,1.41,TESS,,,,,,,,,
TOI 3672.01,FALSE POSITIVE,2.4254068,3.323,1910,11.0715,8290,3.95,2.51,TESS,,,,,,,,,
TOI 3673.01,CANDIDATE,2.2390796,2.781,17069,16.4201,5615,4.21,1.29,TESS,,,,,,,,,
TOI 3674.01,CANDIDATE,4.4619426,3.232,10390,13.0569,5854,4.2,1.36,TESS,,,,,,,,,
TOI 3675.01,CANDIDATE,5.9577768,4.6924078,12419.12879,12.4756295,5219,4.29,1.12249,TESS,,,,,,,,,
TOI 3677.01,FALSE POSITIVE,3.6923071,1.139,14130,14.2002,8469,4.68,1.1,TESS,,,,,,,,,
TOI 3678.01,FALSE POSITIVE,4.8542148,5.588206,7842.3158,18.9133256,7259.3,4.03,2.0394399,TESS,,,,,,,,,
TOI 3679.01,CANDIDATE,5.9664078,2.816,20351,12.7661,5418,4.51,0.89,TESS,,,,,,,,,
TOI 368.01,FALSE POSITIVE,1.38665,2.238,24680,15.5656,5444,4.48,0.93,TESS,,,,,,,,,
TOI 3681.01,CANDIDATE,4.6401269,3.0320144,9954.909884,10.2407443,5191,4.37,1.00936,TESS,,,,,,,,,
TOI 3682.01,CANDIDATE,3.3462671,3.625,4070,12.1727,5501,3.86,1.91,TESS,,,,,,,,,
TOI 3683.01,CANDIDATE,1.3697115,1.951,3867,20.6045,7321.3,3.99,2.15,TESS,,,,,,,,,
TOI 3684.01,FALSE POSITIVE,3.105654,1.999,12400,17.6225,6241,4.2,1.44,TESS,,,,,,,,,
TOI 3685.01,CANDIDATE,4.9777448,2.891,13389,12.9782,5785,4.29,1.21,TESS,,,,,,,,,
TOI 3686.01,CANDIDATE,5.0778064,3.6413963,14469.3182,14.9343184,5262,4.2,1.24347,TESS,,,,,,,,,
TOI 3688.01,CONFIRMED,3.246208,3.4201513,9405.991045,13.2996429,6088,4.24,1.34548,TESS,,,,,,,,,
TOI 3689.01,CANDIDATE,2.4145007,2.272,7472.571459,15.7019,6391,4.1,1.67,TESS,,,,,,,,,
TOI 3690.01,CANDIDATE,10.0755592,1.066,5820,8.169,4798.6,4.36,0.97,TESS,,,,,,,,,
TOI 3691.01,CANDIDATE,3.3411398,3.244,15431,15.9091,6702,4.36,1.3,TESS,,,,,,,,,
TOI 3693.01,CONFIRMED,9.0881638,3.402,24660,12.8974,5211,4.58,0.8,TESS,,,,,,,,,
TOI 3694.01,CANDIDATE,2.5400911,1.668,4260,5.00683,4245,4.49,0.77,TESS,,,,,,,,,
TOI 3696.01,CANDIDATE,4.4236103,4.356,5831,13.1733,6120.1,3.96,1.86,TESS,,,,,,,,,
TOI 3698.01,CANDIDATE,2.3467263,4.2923576,6652.269192,15.2126883,6121.8,4,1.78044,TESS,,,,,,,,,
TOI 3699.01,CANDIDATE,3.0423931,2.7491505,10703.72462,18.1780385,7046,4.19,1.65768,TESS,,,,,,,,,
TOI 370.01,CANDIDATE,4.0463709,3.0383534,27706.6329,18.1541478,5805,4.41,1.05486,TESS,,,,,,,,,
TOI 3700.01,CANDIDATE,4.4184429,3.2423132,12333.39146,12.8324877,6166,4.41,1.11999,TESS,,,,,,,,,
TOI 3701.01,CANDIDATE,4.2605739,2.5821706,20069.26663,15.3220568,5457,4.35,1.0759,TESS,,,,,,,,,
TOI 3703.01,CANDIDATE,3.8901335,4.0827715,6927.678359,19.0494736,6530,3.87,2.2370601,TESS,,,,,,,,,
TOI 3704.01,CANDIDATE,1.3944879,1.8149062,12737.54703,18.0998636,5483.9,4.45,0.965059,TESS,,,,,,,,,
TOI 3705.01,CANDIDATE,1.9025032,1.6652986,10717.89318,11.3732439,5464.2,4.4,1.02592,TESS,,,,,,,,,
TOI 3706.01,CANDIDATE,4.3701795,3.7808822,15001.36322,15.4523265,6647.1,4.4,1.23067,TESS,,,,,,,,,
TOI 3707.01,CANDIDATE,4.9107194,4.445,8240,14.9335,6302,4.09,1.66,TESS,,,,,,,,,
TOI 3708.01,CANDIDATE,7.27299,4.323,13820,13.3662,5400,4.3,1.13,TESS,,,,,,,,,
TOI 371.01,CANDIDATE,3.4813814,2.2906804,5175.983697,6.5778157,5389,4.49,0.910221,TESS,,,,,,,,,
TOI 3710.01,CANDIDATE,2.4802272,3.51,8420,15.7506,6267,4.06,1.72,TESS,,,,,,,,,
TOI 3711.01,CANDIDATE,3.0108217,1.723,8840,18.2459,5983,3.93,1.89,TESS,,,,,,,,,
TOI 3713.01,CANDIDATE,10.4401778,2.783,14120,11.2253,4571.1,4.4,0.89,TESS,,,,,,,,,
TOI 3714.01,CONFIRMED,2.1547472,1.6582238,49552.18234,11.6102486,3538,4.73,0.50843,TESS,,,,,,,,,
TOI 3718.01,CANDIDATE,4.230596,4.263,3770,12.1709,6455.1,3.94,2.02,TESS,,,,,,,,,
TOI 3719.01,CANDIDATE,1.2222265,1.5952613,7777.450442,13.3612412,6629.1,4.24,1.47816,TESS,,,,,,,,,
TOI 3720.01,CANDIDATE,4.7378265,1.7442136,3331.699976,20.9386989,6533,3.72,2.6408801,TESS,,,,,,,,,
TOI 3721.01,CANDIDATE,3.5411235,3.0771407,8736.222973,10.2150358,5151,4.3,1.09532,TESS,,,,,,,,,
TOI 3723.01,CANDIDATE,3.9442027,3.269,13590,14.6517,6518.1,4.39,1.22,TESS,,,,,,,,,
TOI 3725.01,FALSE POSITIVE,4.7262208,3.2344044,9512.916562,12.4034204,5947,4.36,1.1428699,TESS,,,,,,,,,
TOI 3726.01,CANDIDATE,4.8404431,2.6166045,27037.37712,17.700332,5925.1,4.43,1.04742,TESS,,,,,,,,,
TOI 3727.01,CANDIDATE,13.3988634,4.3926223,6620.088253,12.8019377,6475,4.23,1.46637,TESS,,,,,,,,,
TOI 373.01,FALSE POSITIVE,1.632,1.466,5500,9.24379,5997,4.39,1.11,TESS,,,,,,,,,
TOI 3732.01,CANDIDATE,2.9594651,3.84,2460,17.5182,6633.2,3.84,2.35,TESS,,,,,,,,,
TOI 3733.01,FALSE POSITIVE,2.1263167,2.6213684,7318.456779,22.1075367,6361.4,3.83,2.2823701,TESS,,,,,,,,,
TOI 3735.01,CANDIDATE,3.3526843,3.9579058,11429.07389,11.1102207,6245,4.51,1.0157599,TESS,,,,,,,,,
TOI 3736.01,CANDIDATE,2.2091186,3.2100502,11835.25426,20.0456418,6876,4.1,1.79471,TESS,,,,,,,,,
TOI 3737.01,CANDIDATE,5.5609997,4.204,9170,15.2954,5863,4.07,1.58,TESS,,,,,,,,,
TOI 3738.01,CANDIDATE,4.3847594,4.7104727,8783.853225,17.2316994,6806.6,4.12,1.75577,TESS,,,,,,,,,
TOI 3739.01,CANDIDATE,3.4471559,3.7435577,9497.755639,16.6194574,6083,4.05,1.67828,TESS,,,,,,,,,
TOI 374.01,CANDIDATE,5.4820954,4.4375744,8403.067642,13.3111519,5719,4.23,1.28194,TESS,,,,,,,,,
TOI 3742.01,FALSE POSITIVE,8.9279009,3.278,49560,15.0384,3916,4.59,0.67,TESS,,,,,,,,,
TOI 3744.01,CANDIDATE,3.9010509,4.2743803,3017.555529,15.3760904,6257,3.65,2.7449501,TESS,,,,,,,,,
TOI 3745.01,CANDIDATE,1.6883103,2.674,7400,7.5805,4830,4.42,0.9,TESS,,,,,,,,,
TOI 3746.01,FALSE POSITIVE,1.8012697,3.182,1800,3.19942,4570,4.54,0.75,TESS,,,,,,,,,
TOI 3747.01,CANDIDATE,1.5503072,2.3242495,4601.821312,15.625642,7747,4.1,1.98568,TESS,,,,,,,,,
TOI 3748.01,CANDIDATE,2.3753009,1.502194,9683.886557,14.7510708,6087,4.18,1.43317,TESS,,,,,,,,,
TOI 3749.01,CANDIDATE,1.8751894,2.798,9200,14.0349,5410,4.06,1.5,TESS,,,,,,,,,
TOI 3750.01,CANDIDATE,12.4844641,2.827,17130,8.49489,3815,4.63,0.63,TESS,,,,,,,,,
TOI 3751.01,CANDIDATE,2.9157041,3.375,12630,13.8344,6400.6,4.39,1.2,TESS,,,,,,,,,
TOI 3753.01,FALSE POSITIVE,3.6502527,2.506,9000,21.323,6630.3,4,1.95,TESS,,,,,,,,,
TOI 3754.01,CANDIDATE,2.5312823,4.428,1320,11.7709,6170,3.56,2.98,TESS,,,,,,,,,
TOI 3755.01,CONFIRMED,5.5455798,3.1170996,8040.283267,10.3353813,5354,4.34,1.07607,TESS,,,,,,,,,
TOI 3757.01,CONFIRMED,3.4391954,1.6681096,32914.40874,12.4377309,3902,4.62,0.637223,TESS,,,,,,,,,
TOI 3758.01,CANDIDATE,3.4177514,3.415,10160,15.3577,5868,4.1,1.52,TESS,,,,,,,,,
TOI 376.01,CANDIDATE,2.7509863,1.998979,10686.89652,12.6685799,5317,4.34,1.0711401,TESS,,,,,,,,,
TOI 3761.01,CANDIDATE,25.8944827,2.136,27610,17.6301,4375,4.53,0.74,TESS,,,,,,,,,
TOI 3762.01,CANDIDATE,0.6843601,0.762,720,6.83269,6779,3.93,2.17,TESS,,,,,,,,,
TOI 3763.01,CANDIDATE,2.0042661,3.2004171,8701.890506,17.4679856,7284,4.14,1.8149,TESS,,,,,,,,,
TOI 3765.01,CANDIDATE,3.1479532,3.3502554,10550.59088,17.745577,7298,4.23,1.63943,TESS,,,,,,,,,
TOI 3766.01,CANDIDATE,3.5414573,2.83,5930,7.74182,5244,4.4,0.99,TESS,,,,,,,,,
TOI 3767.01,CANDIDATE,2.3907751,4.1827898,10809.34256,21.8606641,5382,3.76,2.0989001,TESS,,,,,,,,,
TOI 3768.01,CANDIDATE,2.1803154,2.6629308,8016.026387,18.3770154,7166,4.04,1.9933,TESS,,,,,,,,,
TOI 3769.01,CANDIDATE,10.3380912,3.972,6750,14.0125,6650,4.12,1.7,TESS,,,,,,,,,
TOI 3770.01,CANDIDATE,0.9183768,1.009,6480,7.7093,5176,4.47,0.9,TESS,,,,,,,,,
TOI 3771.01,CANDIDATE,3.6238662,2.723108,11798.11143,16.4563404,6717.3,4.3,1.39527,TESS,,,,,,,,,
TOI 3772.01,CANDIDATE,4.1689145,2.1905198,7081.420152,7.3156426,5119,4.49,0.874119,TESS,,,,,,,,,
TOI 3773.01,CANDIDATE,2.9508097,2.1699793,8878.203099,19.4435142,5823.8,3.99,1.70744,TESS,,,,,,,,,
TOI 3775.01,CANDIDATE,5.3868381,3.225,18740,15.8461,5915,4.37,1.13,TESS,,,,,,,,,
TOI 3777.01,CANDIDATE,2.3365744,2.53,4580,9.51324,6545,4.27,1.41,TESS,,,,,,,,,
TOI 3778.01,CANDIDATE,5.6089886,2.7514799,7494.882016,8.1185589,5353.3,4.47,0.927391,TESS,,,,,,,,,
TOI 378.01,FALSE POSITIVE,3.10926,2.506,5448.84,9.58224,5894,4.32,1.18,TESS,,,,,,,,,
TOI 3780.01,CANDIDATE,1.4005308,2.1755276,21518.39691,15.9952422,5765,4.4,1.06059,TESS,,,,,,,,,
TOI 3781.01,FALSE POSITIVE,3.2583798,2.196,4800,6.27906,4992.1,4.44,0.9,TESS,,,,,,,,,
TOI 3783.01,CANDIDATE,6.1080224,4.68,7840,12.8902,6204,4.17,1.48,TESS,,,,,,,,,
TOI 3784.01,CANDIDATE,4.9386676,3.2881257,4880.254978,21.2842391,5646,3.48,3.0218699,TESS,,,,,,,,,
TOI 3785.01,CONFIRMED,4.6747218,1.61,8200,4.73219,3502,4.74,0.5,TESS,,,,,,,,,
TOI 3787.01,CANDIDATE,4.8163162,3.5830779,15809.06768,14.751756,5290,4.26,1.1743,TESS,,,,,,,,,
TOI 3788.01,CANDIDATE,3.0923729,3.061,7200,15.1739,6510.2,4.07,1.76,TESS,,,,,,,,,
TOI 3789.01,CANDIDATE,4.120004,1.9086349,13334.26514,10.4236143,5497.6,4.51,0.902842,TESS,,,,,,,,,
TOI 379.01,FALSE POSITIVE,0.91677,1.337,276.272,3.12766,5825,4.04,1.71,TESS,,,,,,,,,
TOI 3790.01,FALSE POSITIVE,13.247777,3.301,13420,11.7716,5373.8,4.51,0.89,TESS,,,,,,,,,
TOI 3791.01,CANDIDATE,3.1833919,2.017,9850,13.8362,6405,4.27,1.39,TESS,,,,,,,,,
TOI 3793.01,CANDIDATE,3.2551315,2.3440735,14394.40554,17.8868067,6433,4.3,1.3329901,TESS,,,,,,,,,
TOI 3795.01,FALSE POSITIVE,2.8300213,1.646,3790,6.47417,6205,4.51,1.01,TESS,,,,,,,,,
TOI 3796.01,FALSE POSITIVE,14.9857436,5.8,9980,9.39924,5279,4.52,0.86,TESS,,,,,,,,,
TOI 3797.01,CANDIDATE,17.6229161,2.976,8430,11.2819,5973.8,4.31,1.21,TESS,,,,,,,,,
TOI 3798.01,CANDIDATE,2.6797436,2.0292672,9857.923383,12.2250402,5573,4.37,1.07552,TESS,,,,,,,,,
TOI 3799.01,FALSE POSITIVE,8.2064867,2.9678542,29281.22596,14.6693181,5236.1,4.55,0.824569,TESS,,,,,,,,,
TOI 3800.01,CANDIDATE,1.6667559,2.35,1730,5.73913,7189.4,4.35,1.4,TESS,,,,,,,,,
TOI 3801.01,CANDIDATE,5.8677921,3.400512,14083.52424,12.8354727,5565.6,4.39,1.04333,TESS,,,,,,,,,
TOI 3802.01,CANDIDATE,1.4658218,1.294,8700,12.9122,5586,4.17,1.36,TESS,,,,,,,,,
TOI 3803.01,CANDIDATE,2.5492773,2.301,3970,13.2377,6862.4,3.98,2.07,TESS,,,,,,,,,
TOI 3804.01,CANDIDATE,3.2905683,2.7899266,18079.62264,14.6087971,5689,4.39,1.06203,TESS,,,,,,,,,
TOI 3805.01,CANDIDATE,3.8960447,2.15,13340,12.1478,5295,4.38,1.02,TESS,,,,,,,,,
TOI 3807.01,CONFIRMED,2.8989758,1.307,3680,10.0928,5908,4.13,1.47,TESS,,,,,,,,,
TOI 3808.01,FALSE POSITIVE,3.6754815,2.3005775,9843.133012,22.3487036,6305,4.18,1.4902101,TESS,,,,,,,,,
TOI 3809.01,CANDIDATE,3.6346303,2.728,25220,13.6402,5058,4.51,0.85,TESS,,,,,,,,,
TOI 3810.01,FALSE POSITIVE,1.0590994,0.9853402,5155.297311,10.6616565,9332,4.5,1.42848,TESS,,,,,,,,,
TOI 3811.01,CANDIDATE,2.9594596,0.706,2140,7.75397,5560,4.28,1.19,TESS,,,,,,,,,
TOI 3812.01,CANDIDATE,3.8850001,2.8815405,18102.2024,12.1627174,5382.2,4.51,0.89315,TESS,,,,,,,,,
TOI 3813.01,CANDIDATE,3.7178656,3.2262534,11274.59591,13.6754452,6268,4.34,1.23586,TESS,,,,,,,,,
TOI 3814.01,CANDIDATE,4.9513106,4.1704262,8623.700153,14.0040077,5914,4.16,1.43625,TESS,,,,,,,,,
TOI 3815.01,CANDIDATE,4.8709815,4.437,12380,21.2108,5908,3.92,1.87,TESS,,,,,,,,,
