object_id,disposition,orbital_period,transit_duration,transit_depth_ppm,planet_radius,stellar_temp,stellar_logg,stellar_radius,mission,,,,,,,,,
K01961.01,CONFIRMED,1.907810683,1.8707,120.5,0.91,5435,4.578,0.824,Kepler,,,,,,,,,
K01962.01,CANDIDATE,32.85862571,3.1483,162.8,2.31,5899,4.135,1.414,Kepler,,,,,,,,,
K00213.01,FALSE POSITIVE,48.11881255,5.27958,69851,45.18,6003,4.536,0.872,Kepler,,,,,,,,,
K01964.01,CANDIDATE,2.229326354,1.9946,49.1,0.6,5587,4.525,0.865,Kepler,,,,,,,,,
K01965.01,CONFIRMED,2.514628496,1.6239,228.4,1.27,5662,4.56,0.84,Kepler,,,,,,,,,
K00219.01,CONFIRMED,8.025118521,5.3694,3120.4,7.79,6002,4.196,1.369,Kepler,,,,,,,,,
K02036.02,CONFIRMED,5.79529495,2.272,334.3,1.05,3757,4.718,0.539,Kepler,,,,,,,,,
K02037.01,CONFIRMED,73.7578875,2.69,1836.9,4.28,5029,4.429,0.93,Kepler,,,,,,,,,
K02037.03,CANDIDATE,8.56267266,1.53,608.1,2.26,5029,4.429,0.93,Kepler,,,,,,,,,
K02038.01,CONFIRMED,8.30537702,3.751,365.6,1.69,5435,4.495,0.873,Kepler,,,,,,,,,
K01830.01,CONFIRMED,13.22714056,3.2861,812,2.22,5180,4.548,0.8,Kepler,,,,,,,,,
K01831.01,CONFIRMED,51.8098276,6.343,1025.4,2.6,5191,4.53,0.826,Kepler,,,,,,,,,
K01831.02,CONFIRMED,4.38536428,2.5126,198.5,1.15,5191,4.53,0.826,Kepler,,,,,,,,,
K01831.03,CONFIRMED,34.20578508,5.1691,183.2,1.1,5191,4.53,0.826,Kepler,,,,,,,,,
K01831.04,CONFIRMED,13.97945055,1.2325,356.1,1.97,5191,4.53,0.826,Kepler,,,,,,,,,
K01893.01,CONFIRMED,3.554856338,2.1004,232.9,1.29,6068,4.565,0.831,Kepler,,,,,,,,,
K01894.01,CONFIRMED,5.28790754,8.5274,343.9,7.1,4994,3.433,3.818,Kepler,,,,,,,,,
K01895.01,CONFIRMED,8.45746636,2.2906,1320.3,1.87,4347,4.73,0.524,Kepler,,,,,,,,,
K01895.02,CONFIRMED,17.28116957,2.829,1562.8,2.04,4347,4.73,0.524,Kepler,,,,,,,,,
K01895.03,CONFIRMED,32.1340014,2.691,1262,1.84,4347,4.73,0.524,Kepler,,,,,,,,,
K01897.01,CONFIRMED,59.7711433,4.843,574.5,3.17,6214,4.382,1.122,Kepler,,,,,,,,,
K01967.01,CONFIRMED,4.417692516,2.323,279.2,1.57,4766,4.645,0.664,Kepler,,,,,,,,,
K01968.01,CONFIRMED,10.08744556,2.9884,568.1,3.15,6310,4.417,1.095,Kepler,,,,,,,,,
K01969.01,CONFIRMED,16.34355902,5.474,829.4,3.26,5730,4.394,1.056,Kepler,,,,,,,,,
K01970.01,CONFIRMED,21.96401646,2.7509,693.4,2.57,5774,4.447,0.958,Kepler,,,,,,,,,
K01970.02,CONFIRMED,125.602323,7.105,925.7,2.89,5774,4.447,0.958,Kepler,,,,,,,,,
K02038.02,CONFIRMED,12.51353325,4.301,430.8,1.88,5435,4.495,0.873,Kepler,,,,,,,,,
K02038.03,CONFIRMED,17.9134215,4.364,197.8,1.39,5435,4.495,0.873,Kepler,,,,,,,,,
K02038.04,CONFIRMED,25.2149143,5.76,174.1,1.19,5435,4.495,0.873,Kepler,,,,,,,,,
K02039.01,CONFIRMED,5.42586901,2.5342,259,1.48,5594,4.489,0.934,Kepler,,,,,,,,,
K02040.01,CONFIRMED,19.58561177,1.755,532.9,3.09,5618,4.401,0.996,Kepler,,,,,,,,,
K01832.01,CONFIRMED,4.544436472,1.8141,879.3,3,5445,4.458,0.937,Kepler,,,,,,,,,
K01832.02,CONFIRMED,12.76220558,2.0688,653.8,3.18,5445,4.458,0.937,Kepler,,,,,,,,,
K01832.03,CONFIRMED,38.7149617,3.441,694.8,2.62,5445,4.458,0.937,Kepler,,,,,,,,,
K00199.02,FALSE POSITIVE,8.78458274,6.459,210.8,2.6,5927,4.046,1.691,Kepler,,,,,,,,,
K01833.01,CONFIRMED,3.69298623,1.7744,763.3,1.74,4402,4.682,0.572,Kepler,,,,,,,,,
K00206.01,CONFIRMED,5.334082429,6.2226,4676.5,13.08,6332,4.016,1.905,Kepler,,,,,,,,,
K01898.01,CONFIRMED,6.4980147,2.4384,190.9,1.87,5727,4.328,1.104,Kepler,,,,,,,,,
K01899.01,CONFIRMED,19.76169247,3.9097,392.5,2.81,6327,4.327,1.175,Kepler,,,,,,,,,
K01900.01,CONFIRMED,5.18498961,2.1397,430.1,1.15,4325,4.68,0.56,Kepler,,,,,,,,,
K01901.01,CONFIRMED,85.6542476,6.866,476,3.56,5818,4.065,1.647,Kepler,,,,,,,,,
K01971.01,CONFIRMED,19.32945602,3.794,935.5,2.26,5026,4.604,0.763,Kepler,,,,,,,,,
K01972.01,CANDIDATE,17.79108667,2.662,414.2,2.88,5855,4.148,1.34,Kepler,,,,,,,,,
K01973.01,CONFIRMED,3.290114076,1.5151,645.3,1.49,4484,4.654,0.594,Kepler,,,,,,,,,
K00024.01,FALSE POSITIVE,2.086075752,2.2647,3657.8,10.3,6131,4.071,1.417,Kepler,,,,,,,,,
K00214.01,CONFIRMED,3.311864148,1.4049,5976.5,9.06,5461,4.499,0.937,Kepler,,,,,,,,,
K02042.01,CANDIDATE,63.0732241,5.397,671.3,17.8,6234,3.209,6.354,Kepler,,,,,,,,,
K00220.01,CONFIRMED,2.422084188,2.5613,1871.8,3.55,5598,4.565,0.83,Kepler,,,,,,,,,
K02043.01,CONFIRMED,78.5461106,8.689,658.7,3.55,5808,4.172,1.397,Kepler,,,,,,,,,
K02044.01,CONFIRMED,16.92342126,4.1864,1125.3,3.4,5786,4.465,0.99,Kepler,,,,,,,,,
K02045.01,CONFIRMED,5.47665801,2.5482,648,2.01,4650,4.589,0.706,Kepler,,,,,,,,,
K01835.01,CONFIRMED,4.580346161,2.097,308.3,1.38,5103,4.558,0.789,Kepler,,,,,,,,,
K01835.02,CONFIRMED,2.248288213,2.0361,263.2,1.25,5103,4.558,0.789,Kepler,,,,,,,,,
K01835.03,CONFIRMED,6.76690759,1.7062,249.3,1.31,5103,4.558,0.789,Kepler,,,,,,,,,
K01837.01,CONFIRMED,34.1732156,4.7679,635,2.37,5201,4.573,0.834,Kepler,,,,,,,,,
K01838.01,CONFIRMED,16.7364755,2.151,1147,2.73,4334,4.618,0.653,Kepler,,,,,,,,,
K01902.01,FALSE POSITIVE,137.8645881,1.922,2363,15.9,3645,4.797,0.449,Kepler,,,,,,,,,
K01904.01,CONFIRMED,12.43929428,3.176,254.3,1.3,4987,4.531,0.773,Kepler,,,,,,,,,
K01905.01,CONFIRMED,7.62635494,2.4168,296.1,1.21,4955,4.61,0.721,Kepler,,,,,,,,,
K01906.01,CANDIDATE,8.710442022,0.9425,1196.4,3.61,5416,4.575,0.809,Kepler,,,,,,,,,
K01907.01,CONFIRMED,11.35010642,2.2792,1221,1.75,3597,4.734,0.514,Kepler,,,,,,,,,
K01974.01,CONFIRMED,109.4450597,3.792,1269.6,3.04,5403,4.5,0.868,Kepler,,,,,,,,,
K01975.01,CONFIRMED,7.56052209,3.8573,659.8,2.4,5895,4.503,0.94,Kepler,,,,,,,,,
K01976.01,CONFIRMED,12.12401737,3.3091,788.4,2.37,5094,4.469,0.87,Kepler,,,,,,,,,
K01977.01,CONFIRMED,9.38740646,1.6165,384.6,1.69,4500,4.656,0.646,Kepler,,,,,,,,,
K01977.02,CONFIRMED,7.41556471,1.973,150.4,0.79,4500,4.656,0.646,Kepler,,,,,,,,,
K02045.02,CONFIRMED,24.2101973,4.046,458,1.5,4650,4.589,0.706,Kepler,,,,,,,,,
K02046.01,CONFIRMED,23.8990075,15.955,293.4,3.26,5511,3.914,1.93,Kepler,,,,,,,,,
K02047.01,CONFIRMED,6.22161107,3.4117,165,1.59,6277,4.417,1.097,Kepler,,,,,,,,,
K02048.01,CONFIRMED,6.17998508,2.1094,750.5,2.12,5149,4.551,0.791,Kepler,,,,,,,,,
K02049.01,CONFIRMED,1.569066598,2.7803,147.2,1.68,5821,4.172,1.395,Kepler,,,,,,,,,
K01839.01,CONFIRMED,9.59068586,3.452,544.6,3.93,5476,3.904,1.673,Kepler,,,,,,,,,
K01840.01,CONFIRMED,7.03932913,3.514,836.7,4.67,5846,4.278,1.24,Kepler,,,,,,,,,
K01841.01,CONFIRMED,49.6075771,2.9575,626.7,2.12,5187,4.592,0.774,Kepler,,,,,,,,,
K01842.01,CONFIRMED,16.84183355,2.6194,822.1,3.08,5602,4.404,1.009,Kepler,,,,,,,,,
K00200.01,CONFIRMED,7.340714946,2.9987,8510.5,14.31,6056,4.191,1.498,Kepler,,,,,,,,,
K01908.01,CONFIRMED,12.55111099,3.1293,494.1,1.34,4213,4.669,0.598,Kepler,,,,,,,,,
K00208.01,CONFIRMED,3.003879547,3.2848,8538,10.96,6311,4.398,1.172,Kepler,,,,,,,,,
K01908.02,CONFIRMED,24.0884178,3.952,387.2,1.16,4213,4.669,0.598,Kepler,,,,,,,,,
K01909.01,CONFIRMED,12.75800092,4.1828,187.9,1.49,5782,4.34,1.095,Kepler,,,,,,,,,
K01909.02,CONFIRMED,5.47033376,3.1441,112,1.15,5782,4.34,1.095,Kepler,,,,,,,,,
K01978.01,CONFIRMED,6.51112385,1.6919,695.1,3.09,6032,4.465,1.001,Kepler,,,,,,,,,
K01978.02,CONFIRMED,23.85163321,2.4453,833.7,3.37,6032,4.465,1.001,Kepler,,,,,,,,,
K01979.01,CONFIRMED,2.714078374,1.3115,143.5,1.38,5815,4.461,0.992,Kepler,,,,,,,,,
K01980.01,CONFIRMED,122.8799543,7.835,717.7,2.7,5413,4.51,0.861,Kepler,,,,,,,,,
K01982.01,CONFIRMED,4.88753111,2.034,679.6,2.45,5568,4.499,0.957,Kepler,,,,,,,,,
K02059.01,CONFIRMED,6.14728341,2.7645,119.7,0.79,4997,4.598,0.746,Kepler,,,,,,,,,
K02060.01,CONFIRMED,2.800111267,1.0237,706.7,2.13,4786,4.579,0.704,Kepler,,,,,,,,,
K02062.01,CONFIRMED,34.3511339,4.4408,599.4,2.75,6091,4.487,0.967,Kepler,,,,,,,,,
K00221.01,CONFIRMED,3.413036353,2.61366,3868.7,6.62,5392,4.314,1.087,Kepler,,,,,,,,,
K02063.01,CONFIRMED,3.00725068,4.4302,285.8,1.56,5667,4.587,0.781,Kepler,,,,,,,,,
K01843.01,CONFIRMED,4.194496867,1.7807,660.7,1.57,3706,4.747,0.522,Kepler,,,,,,,,,
K01843.02,CANDIDATE,6.35585682,1.55,176.6,0.86,3706,4.747,0.522,Kepler,,,,,,,,,
K01845.01,CONFIRMED,1.970340203,1.7901,403.2,3.97,4883,3.972,1.667,Kepler,,,,,,,,,
K01845.02,CONFIRMED,5.05821338,1.132,748.3,10.69,4883,3.972,1.667,Kepler,,,,,,,,,
K01847.01,CONFIRMED,26.85323647,4.4557,965.8,2.65,5329,4.455,0.869,Kepler,,,,,,,,,
K01909.03,CONFIRMED,25.0985083,2.7727,167.6,1.59,5782,4.34,1.095,Kepler,,,,,,,,,
K01910.01,CONFIRMED,34.2685741,4.8251,699.3,2.44,5083,4.468,0.872,Kepler,,,,,,,,,
K01911.01,CONFIRMED,5.75321539,1.7948,733.8,3.14,5445,4.51,0.929,Kepler,,,,,,,,,
K01913.01,CONFIRMED,5.50860699,3.0788,203.9,1.49,5448,4.489,0.883,Kepler,,,,,,,,,
K01914.01,CONFIRMED,18.93055119,3.372,684,4.41,5015,3.987,1.643,Kepler,,,,,,,,,
K00215.01,FALSE POSITIVE,42.94386258,3.7591,9207.9,41.62,5750,4.4,0.94,Kepler,,,,,,,,,
K01984.01,CONFIRMED,22.06402,4.1,388.7,2.67,6232,4.432,1.09,Kepler,,,,,,,,,
K01985.01,CONFIRMED,5.756245244,1.071,623.6,2.24,4931,4.605,0.734,Kepler,,,,,,,,,
K01986.01,CONFIRMED,148.4601819,5.499,1532.1,3.61,5159,4.548,0.821,Kepler,,,,,,,,,
K01988.01,CONFIRMED,0.934885365,1.4083,270.4,3.21,4777,3.909,1.795,Kepler,,,,,,,,,
K02051.01,CONFIRMED,25.7626846,6.908,619.5,2.66,5739,4.381,1.069,Kepler,,,,,,,,,
K02051.02,CONFIRMED,11.0317836,4.753,182.3,1.45,5739,4.381,1.069,Kepler,,,,,,,,,
K00220.02,CONFIRMED,4.12511935,2.877,114.7,0.88,5598,4.565,0.83,Kepler,,,,,,,,,
K02052.01,CANDIDATE,4.22464216,1.403,987,4.31,6343,4.408,1.14,Kepler,,,,,,,,,
K02053.01,CONFIRMED,13.12162167,3.6138,196.9,1.99,6140,4.265,1.277,Kepler,,,,,,,,,
K01848.01,CONFIRMED,49.6220669,7.222,505.5,3.33,5938,4.331,1.184,Kepler,,,,,,,,,
K01849.01,CONFIRMED,8.08801663,1.8334,952.9,2.94,5269,4.494,0.874,Kepler,,,,,,,,,
K01850.01,CONFIRMED,11.55103848,3.3601,402.8,2.17,5907,4.395,1.058,Kepler,,,,,,,,,
K01851.01,CONFIRMED,4.469754641,1.813,553.9,2.26,5988,4.507,0.934,Kepler,,,,,,,,,
K01852.01,CONFIRMED,15.77382794,4.957,313.6,2.72,6283,4.129,1.531,Kepler,,,,,,,,,
K01915.01,CONFIRMED,6.56226483,4.0144,260.8,3.07,5878,4.005,1.812,Kepler,,,,,,,,,
K01916.01,CONFIRMED,20.67876365,4.6395,323.9,2.42,5865,4.266,1.272,Kepler,,,,,,,,,
K00209.01,CONFIRMED,50.79034648,10.8474,5671.1,10.6,6163,4.185,1.406,Kepler,,,,,,,,,
K01916.02,CONFIRMED,9.59993246,4.3206,271.2,2.08,5865,4.266,1.272,Kepler,,,,,,,,,
K01916.03,CONFIRMED,2.0248205,2.55,63.3,1.01,5865,4.266,1.272,Kepler,,,,,,,,,
K01989.01,CONFIRMED,201.118319,10.328,584.8,2.28,5646,4.447,0.954,Kepler,,,,,,,,,
K01990.01,CONFIRMED,24.7577652,6.998,458.7,2.44,6106,4.487,0.966,Kepler,,,,,,,,,
K01992.01,CONFIRMED,12.7983174,6.401,336.6,2.88,5592,4.115,1.451,Kepler,,,,,,,,,
K01996.01,CONFIRMED,10.13200555,3.1683,911.6,1.67,4777,4.689,0.561,Kepler,,,,,,,,,
K01997.01,CONFIRMED,38.505224,5.941,695.2,2.45,5974,4.504,0.881,Kepler,,,,,,,,,
K02053.02,CONFIRMED,4.6126736,3.0643,133.2,1.6,6140,4.265,1.277,Kepler,,,,,,,,,
K02055.01,CONFIRMED,8.67890312,3.5317,540.6,2.56,5509,4.308,1.116,Kepler,,,,,,,,,
K02056.01,CONFIRMED,39.3135699,5.0137,500.1,2.07,6060,4.509,0.925,Kepler,,,,,,,,,
K02057.01,CONFIRMED,5.94565516,2.1604,401.2,1.12,3974,4.7,0.564,Kepler,,,,,,,,,
K02058.01,CONFIRMED,1.52373073,1.4796,364.7,1.26,3746,4.736,0.51,Kepler,,,,,,,,,
K00201.01,CONFIRMED,4.225384543,2.82038,7563,9,5574,4.403,1.054,Kepler,,,,,,,,,
K01853.01,CONFIRMED,60.0853848,7.007,432.2,2.4,6028,4.459,1.047,Kepler,,,,,,,,,
K01854.01,CONFIRMED,43.0343364,6.571,541.6,2.5,5550,4.476,0.911,Kepler,,,,,,,,,
K01856.01,CANDIDATE,46.2991052,5.2481,854.9,4.33,5396,4.035,1.507,Kepler,,,,,,,,,
K01857.01,CONFIRMED,88.6440015,7.82,625.5,2.51,5661,4.471,0.934,Kepler,,,,,,,,,
K01917.01,CONFIRMED,35.01190875,2.868,436.7,2.97,5872,4.332,1.153,Kepler,,,,,,,,,
K01920.01,CONFIRMED,16.57099265,2.9052,644.9,2.03,5483,4.589,0.779,Kepler,,,,,,,,,
K01921.01,CONFIRMED,16.00496657,6.5047,377.5,3.71,6384,4.029,1.904,Kepler,,,,,,,,,
K01922.01,CONFIRMED,1.954525966,2.0944,392.8,2.38,5741,4.331,1.136,Kepler,,,,,,,,,
K01923.01,CONFIRMED,7.23400381,2.165,453.3,1.78,5411,4.523,0.85,Kepler,,,,,,,,,
K01998.01,CONFIRMED,6.77408984,2.6215,520.3,2.5,6246,4.433,1.092,Kepler,,,,,,,,,
K00216.01,CONFIRMED,20.17202467,3.1488,5368.1,6.24,5064,4.474,0.864,Kepler,,,,,,,,,
K02000.01,CONFIRMED,26.41044199,3.0715,991.1,2.45,5448,4.613,0.734,Kepler,,,,,,,,,
K02001.01,CONFIRMED,8.27745764,2.713,197.2,2.46,5129,3.884,1.781,Kepler,,,,,,,,,
K02002.01,CONFIRMED,14.37504582,3.208,251.1,2.05,5931,4.403,1.053,Kepler,,,,,,,,,
K02064.01,CANDIDATE,6.31219171,4.9377,403.7,2.17,6322,4.426,1.075,Kepler,,,,,,,,,
K02066.01,CONFIRMED,147.97391,6.854,1267.1,3.33,5578,4.44,0.95,Kepler,,,,,,,,,
K02067.01,CONFIRMED,13.24503482,4.4078,156.1,1.77,5636,4.147,1.39,Kepler,,,,,,,,,
K02069.01,CONFIRMED,77.2550726,10.214,589.5,3.7,6564,4.255,1.356,Kepler,,,,,,,,,
K02071.01,CONFIRMED,3.85690686,2.0808,127.8,0.93,5272,4.574,0.813,Kepler,,,,,,,,,
K01858.01,CONFIRMED,116.3311739,7.025,1586.3,3.26,5354,4.533,0.835,Kepler,,,,,,,,,
K01858.02,CANDIDATE,86.049055,29.28,429.9,2.06,5733,4.432,0.997,Kepler,,,,,,,,,
K01860.01,CONFIRMED,6.31943553,3.3422,581.1,2.71,5670,4.397,1.022,Kepler,,,,,,,,,
K01860.02,CONFIRMED,12.20951755,4.1808,538.1,2.61,5670,4.397,1.022,Kepler,,,,,,,,,
K01860.03,CONFIRMED,3.07644709,2.6326,216.7,1.61,5670,4.397,1.022,Kepler,,,,,,,,,
K01924.01,FALSE POSITIVE,2.11913005,4.141,28.7,1.35,5799,3.813,2.377,Kepler,,,,,,,,,
K01925.01,CONFIRMED,68.958447,3.128,123.3,1.11,5455,4.497,0.888,Kepler,,,,,,,,,
K00209.02,CONFIRMED,18.79591276,7.5235,2431.4,7.39,6163,4.185,1.406,Kepler,,,,,,,,,
K01928.01,CONFIRMED,63.0380366,7.3702,658.7,2.59,5798,4.411,1.019,Kepler,,,,,,,,,
K01929.01,CONFIRMED,9.69315023,5.6725,141.8,1.89,5683,4.108,1.472,Kepler,,,,,,,,,
K02003.01,FALSE POSITIVE,8.48031229,7.105,351.1,2.58,5910,4.364,1.078,Kepler,,,,,,,,,
K02004.01,CONFIRMED,56.1886436,6.5272,346.2,2.56,5700,4.327,1.176,Kepler,,,,,,,,,
K02005.01,CONFIRMED,6.92101452,4.3591,529.7,1.48,4461,4.661,0.585,Kepler,,,,,,,,,
K02006.01,CONFIRMED,3.27344784,1.7292,262.5,0.81,3758,4.769,0.496,Kepler,,,,,,,,,
K02007.01,CONFIRMED,15.3789014,4.662,185.1,2.94,5817,3.877,2.153,Kepler,,,,,,,,,
K01783.01,CONFIRMED,134.4785189,5.9288,4033.5,10.52,5791,4.185,1.336,Kepler,,,,,,,,,
K01784.01,CANDIDATE,5.007414194,1.3584,4413.9,8.8,5957,4.417,1.042,Kepler,,,,,,,,,
K01786.01,FALSE POSITIVE,24.68662378,15.168,8052.3,48.04,4648,2.996,5.132,Kepler,,,,,,,,,
K01787.01,CONFIRMED,98.7179332,6.593,7320,6.99,5808,4.583,0.786,Kepler,,,,,,,,,
K01788.01,CONFIRMED,71.52543938,5.9189,5904.3,5.76,4855,4.542,0.778,Kepler,,,,,,,,,
K01861.01,CANDIDATE,17.50441726,4.2585,725.4,3.56,5815,4.16,1.329,Kepler,,,,,,,,,
K00202.01,CONFIRMED,1.72086129,2.0243,10184,13.25,5742,4.297,1.215,Kepler,,,,,,,,,
K01862.01,CONFIRMED,56.4349933,4.7381,580,2.37,5534,4.381,1.001,Kepler,,,,,,,,,
K01863.01,CONFIRMED,33.7888028,5.496,649.2,2.71,6202,4.436,1.062,Kepler,,,,,,,,,
K01864.01,CONFIRMED,3.215109385,4.365,158,1.54,5541,4.472,0.934,Kepler,,,,,,,,,
K01929.02,CONFIRMED,3.29276797,4.8069,80.7,1.39,5683,4.108,1.472,Kepler,,,,,,,,,
K01930.01,CONFIRMED,13.72710334,7.3419,199.2,2.38,5951,4.017,1.693,Kepler,,,,,,,,,
K01930.02,CONFIRMED,24.3110031,8.7682,184.4,2.3,5951,4.017,1.693,Kepler,,,,,,,,,
K01930.03,CONFIRMED,44.4304059,10.306,238.5,2.61,5951,4.017,1.693,Kepler,,,,,,,,,
K01930.04,CONFIRMED,9.34145925,6.18,81.7,1.56,5951,4.017,1.693,Kepler,,,,,,,,,
K01931.01,CONFIRMED,4.97760447,2.5719,287.3,1.75,5353,4.358,1.023,Kepler,,,,,,,,,
K02007.02,CONFIRMED,21.1285655,3.852,176.7,2.88,5817,3.877,2.153,Kepler,,,,,,,,,
K02008.01,FALSE POSITIVE,24.4851178,4.642,263.8,7.14,6655,3.638,2.995,Kepler,,,,,,,,,
K00216.02,CONFIRMED,7.51854537,2.845,286.7,1.42,5064,4.474,0.864,Kepler,,,,,,,,,
K02009.01,CANDIDATE,86.7490807,9.179,547.1,2.23,5579,4.419,0.97,Kepler,,,,,,,,,
K02010.01,CONFIRMED,25.96190067,6.2732,350.3,3.25,6369,4.088,1.729,Kepler,,,,,,,,,
K01790.01,CONFIRMED,130.3543929,6.474,5128.7,7.7,5970,4.463,1.015,Kepler,,,,,,,,,
K00196.01,CONFIRMED,1.855557556,2.35672,10570,10.05,5657,4.441,0.947,Kepler,,,,,,,,,
K01793.01,CANDIDATE,3.261759866,1.7593,3876.1,8.01,6131,4.497,0.945,Kepler,,,,,,,,,
K01794.01,FALSE POSITIVE,3.364425589,1.3261,4843,56.83,5813,4.589,0.775,Kepler,,,,,,,,,
K01797.01,CONFIRMED,16.78175788,3.7386,908,2.25,4925,4.588,0.742,Kepler,,,,,,,,,
K01866.01,CONFIRMED,105.3035093,6.214,1362.2,3.18,5534,4.515,0.875,Kepler,,,,,,,,,
K01867.01,CONFIRMED,2.549562652,1.6999,495.1,1.11,3716,4.74,0.506,Kepler,,,,,,,,,
K01867.02,CONFIRMED,13.96950181,1.5871,1110,2.04,3716,4.74,0.506,Kepler,,,,,,,,,
K01867.03,CONFIRMED,5.21230171,2.098,430,1.04,3716,4.74,0.506,Kepler,,,,,,,,,
K01868.01,CONFIRMED,17.76076524,1.6679,1287.2,1.93,3826,4.744,0.516,Kepler,,,,,,,,,
K01931.02,CONFIRMED,10.55840479,3.366,194.2,1.41,5353,4.358,1.023,Kepler,,,,,,,,,
K00210.01,CANDIDATE,20.92735802,3.4256,8091,17.36,6126,4.358,1.109,Kepler,,,,,,,,,
K01931.03,CONFIRMED,6.98800953,3.103,193.2,1.39,5353,4.358,1.023,Kepler,,,,,,,,,
K01932.01,CONFIRMED,22.8245144,6.617,322.7,3.36,6642,4.057,1.846,Kepler,,,,,,,,,
K01933.01,CONFIRMED,49.1011093,6.341,845.6,3.28,5393,4.299,1.11,Kepler,,,,,,,,,
K02011.01,CONFIRMED,7.05675145,2.0261,130,1.68,6388,4.244,1.402,Kepler,,,,,,,,,
K02012.01,CONFIRMED,34.8536903,5.333,767.7,2.4,5818,4.554,0.848,Kepler,,,,,,,,,
K02013.01,CONFIRMED,2.41434868,1.2701,191,0.97,4507,4.573,0.724,Kepler,,,,,,,,,
K02014.01,FALSE POSITIVE,2.466070972,1.9559,704.5,24.3,5708,4.529,0.884,Kepler,,,,,,,,,
K02016.01,CONFIRMED,4.30656389,4.1107,257,1.95,6108,4.466,1.03,Kepler,,,,,,,,,
K01798.01,FALSE POSITIVE,12.96471775,1.8303,3732.9,39.93,6210,4.45,1.033,Kepler,,,,,,,,,
K01799.01,FALSE POSITIVE,1.731079436,1.8419,11974,56.05,6045,4.494,0.955,Kepler,,,,,,,,,
K01800.01,CONFIRMED,7.794302043,1.1081,3387.4,16.51,5494,4.405,0.982,Kepler,,,,,,,,,
K01801.01,CONFIRMED,14.5324483,3.13,1355.9,3.11,5345,4.473,0.86,Kepler,,,,,,,,,
K01802.01,CONFIRMED,5.248667607,1.917,601.2,2.84,5807,4.437,1.012,Kepler,,,,,,,,,
K01870.01,CONFIRMED,7.96431492,1.5342,746,2.44,5185,4.44,0.91,Kepler,,,,,,,,,
K01871.01,CONFIRMED,92.7297248,6.83,1257.5,2.81,4580,4.641,0.675,Kepler,,,,,,,,,
K00203.01,CONFIRMED,1.485710994,2.2874,20824,14.48,5624,4.432,1.018,Kepler,,,,,,,,,
K01872.01,CANDIDATE,30.5231459,2.7286,2212.3,11.26,5518,4.585,0.79,Kepler,,,,,,,,,
K01873.01,CONFIRMED,71.3116598,8.813,2138,4.94,6194,4.445,1.069,Kepler,,,,,,,,,
K01934.01,CANDIDATE,28.78270955,3.451,864.5,2.11,4774,4.58,0.745,Kepler,,,,,,,,,
K01935.01,FALSE POSITIVE,15.44428875,2.0791,3596.2,37.58,5895,4.489,0.991,Kepler,,,,,,,,,
K01937.01,CONFIRMED,1.411230023,1.4325,388.2,1.71,4575,4.564,0.737,Kepler,,,,,,,,,
K01938.01,CONFIRMED,96.9151707,6.065,862.8,2.37,5162,4.559,0.791,Kepler,,,,,,,,,
K01939.01,CONFIRMED,13.47472742,2.5995,729.6,1.96,5395,4.615,0.734,Kepler,,,,,,,,,
K02017.01,CONFIRMED,2.29503515,1.654,172.1,1.18,5637,4.482,0.909,Kepler,,,,,,,,,
K02018.01,CONFIRMED,27.495634,4.858,483.3,2.11,5657,4.401,0.911,Kepler,,,,,,,,,
K02019.01,CONFIRMED,14.08826442,4.1847,889.4,2.66,5853,4.529,0.895,Kepler,,,,,,,,,
K00217.01,CONFIRMED,3.905081685,2.8213,21340,12.78,5543,4.54,0.887,Kepler,,,,,,,,,
K02020.01,CONFIRMED,110.9643706,12.831,1283.2,2.11,4441,4.695,0.546,Kepler,,,,,,,,,
K01803.01,CANDIDATE,4.539297295,1.9455,798.1,2.34,4914,4.61,0.724,Kepler,,,,,,,,,
K01805.01,CONFIRMED,6.94135824,1.8899,825,2.96,5527,4.491,0.88,Kepler,,,,,,,,,
K00197.01,CONFIRMED,17.27629668,3.94738,10458,7.31,4941,4.599,0.738,Kepler,,,,,,,,,
K01805.02,CONFIRMED,31.7821117,3.856,570.2,2.08,5527,4.491,0.88,Kepler,,,,,,,,,
K01805.03,CONFIRMED,4.36273233,2.2375,341.6,1.76,5527,4.491,0.88,Kepler,,,,,,,,,
K01874.01,CONFIRMED,18.6848377,3.7965,1251.5,1.93,4156,4.712,0.545,Kepler,,,,,,,,,
K01874.02,CONFIRMED,7.41634701,2.1362,505.5,1.24,4156,4.712,0.545,Kepler,,,,,,,,,
K01875.01,CONFIRMED,9.91724268,3.2241,457.9,2.85,5539,4.244,1.207,Kepler,,,,,,,,,
K01876.01,CONFIRMED,82.5341188,4.8556,1895.4,2.45,4316,4.678,0.58,Kepler,,,,,,,,,
K01877.01,CONFIRMED,20.16037858,4.13,343.6,1.75,4975,4.614,0.724,Kepler,,,,,,,,,
K01940.01,CONFIRMED,10.99470891,1.5929,884.7,1.71,4302,4.661,0.586,Kepler,,,,,,,,,
K00211.01,CANDIDATE,124.0358994,4.8472,7690,11.13,5822,4.244,1.28,Kepler,,,,,,,,,
K01941.01,FALSE POSITIVE,1.194812329,1.3777,189.5,1.36,6198,4.475,0.97,Kepler,,,,,,,,,
K01942.01,CONFIRMED,10.84969477,3.474,1122.1,2.67,5251,4.592,0.778,Kepler,,,,,,,,,
